9.0	3.0	0
10.0	3.0	0

1.0	4.0	2
1.0	5.0	2

10.0	3.0	0
11.0	3.0	0

13.0	1.0	1
15.0	1.0	1

12.0	3.0	0
13.0	3.0	0

2.0	5.0	2
3.0	5.0	2

9.0	1.0	1
11.0	1.0	1

5.0	3.0	3
6.0	3.0	3

3.0	2.0	2
3.0	1.0	2

2.0	3.0	2
3.0	2.0	2

1.0	3.0	2
2.0	3.0	2

7.0	1.0	1
9.0	1.0	1

11.0	1.0	1
13.0	1.0	1

14.0	2.0	0
15.0	2.0	0

4.0	3.0	3
5.0	3.0	3

8.0	3.0	0
9.0	3.0	0

13.0	3.0	0
14.0	2.0	0

3.0	3.0	3
4.0	3.0	3

1.0	3.0	2
1.0	4.0	2

5.0	1.0	3
7.0	1.0	3

15.0	2.0	0
16.0	2.0	0

3.0	1.0	2
3.0	0.0	2

0.0	3.0	2
1.0	3.0	2

5.0	3.0	3
5.0	2.0	3

11.0	3.0	0
12.0	3.0	0

6.0	3.0	3
7.0	3.0	3

5.0	2.0	3
5.0	1.0	3

16.0	2.0	0
17.0	2.0	0

2.0	3.0	3
3.0	3.0	3

1.0	5.0	2
2.0	5.0	2

7.0	3.0	3
8.0	3.0	3

15.0	1.0	1
17.0	1.0	1

